Ticket,Branch,Counter Type,Step,Start Time,Start by,Call Time,Call by,Process Time,Process by,Done Time,Done by,No Show Time,No Show by,Void Time,Void by,Waiting Time (s),Walking time (s),Process time (s),Total time (s)
DA042,HHT,c,1,2020-05-20 11:45:32,1461565,2020-05-20 11:45:32,1461565,2020-05-20 11:45:48,1461565,2020-05-20 11:52:10,1461565,None,None,None,None,0,16,382,398
DA043,HHT,c,1,2020-05-20 11:45:46,1371590,2020-05-20 11:45:47,1371590,2020-05-20 11:45:53,1371590,2020-05-20 11:45:54,1371590,None,None,None,None,1,6,1,8
DA044,HHT,c,1,2020-05-20 11:49:15,1466655,2020-05-20 11:49:15,1466655,2020-05-20 11:49:54,1466655,2020-05-20 11:59:13,1466655,None,None,None,None,0,39,559,598
DA045,HHT,c,1,2020-05-20 11:56:15,1461565,2020-05-20 11:56:15,1461565,2020-05-20 11:56:24,1461565,2020-05-20 11:59:10,1461565,None,None,None,None,0,9,166,175
DA047,HHT,c,1,2020-05-20 11:58:39,1456755,2020-05-20 11:58:45,1456755,2020-05-20 12:08:02,1456755,2020-05-20 12:08:03,1456755,None,None,None,None,6,557,1,564
DA048,HHT,c,1,2020-05-20 11:59:21,1466655,2020-05-20 11:59:21,1466655,2020-05-20 11:59:37,1466655,2020-05-20 12:02:29,1466655,None,None,None,None,0,16,172,188
AA010,HHT,c,1,2020-05-20 12:00:36,1461565,2020-05-20 12:00:37,1461565,2020-05-20 12:00:45,1461565,2020-05-20 12:04:57,1461565,None,None,None,None,1,8,252,261
DA050,HHT,c,1,2020-05-20 12:02:00,1584705,2020-05-20 12:02:01,1584705,2020-05-20 12:03:21,1584705,2020-05-20 12:12:19,1584705,None,None,None,None,1,80,538,619
DA052,HHT,c,1,2020-05-20 12:03:17,1466655,2020-05-20 12:03:17,1466655,2020-05-20 12:03:33,1466655,2020-05-20 12:06:18,1466655,None,None,None,None,0,16,165,181
AA011,HHT,c,1,2020-05-20 12:04:21,1461565,2020-05-20 12:04:57,1461565,2020-05-20 12:05:06,1461565,2020-05-20 12:08:50,1461565,None,None,None,None,36,9,224,269
AA013,HHT,c,1,2020-05-20 12:05:20,1466655,2020-05-20 12:06:19,1466655,2020-05-20 12:11:27,1466655,2020-05-20 12:26:32,1466655,None,None,None,None,59,308,905,1272
DA053,HHT,c,1,2020-05-20 12:10:27,1461565,2020-05-20 12:10:27,1461565,2020-05-20 12:10:37,1461565,2020-05-20 12:14:18,1461565,None,None,None,None,0,10,221,231
DA055,HHT,c,1,2020-05-20 12:12:18,1584705,2020-05-20 12:12:20,1584705,2020-05-20 12:12:45,1584705,2020-05-20 12:26:23,1584705,None,None,None,None,2,25,818,845
DA057,HHT,c,1,2020-05-20 12:13:33,1461565,2020-05-20 12:14:18,1461565,2020-05-20 12:14:30,1461565,2020-05-20 12:21:44,1461565,None,None,None,None,45,12,434,491
BA001,HHT,c,1,2020-05-20 12:15:40,BA002,2020-05-20 12:15:41,BA002,2020-05-20 12:15:50,BA002,2020-05-20 12:24:52,BA002,None,None,None,None,1,9,542,552
BA002,HHT,c,1,2020-05-20 12:17:52,BA001,2020-05-20 12:17:52,BA001,2020-05-20 12:18:04,BA001,2020-05-20 12:18:06,BA001,None,None,None,None,0,12,2,14
DA059,HHT,c,1,2020-05-20 12:21:26,1461565,2020-05-20 12:21:45,1461565,2020-05-20 12:21:52,1461565,2020-05-20 12:24:11,1461565,None,None,None,None,19,7,139,165
DA060,HHT,c,1,2020-05-20 12:23:25,1461565,2020-05-20 12:24:12,1461565,2020-05-20 12:24:23,1461565,2020-05-20 12:28:23,1461565,None,None,None,None,47,11,240,298
DA062,HHT,c,1,2020-05-20 12:25:51,1584705,2020-05-20 12:26:23,1584705,2020-05-20 12:30:33,1584705,2020-05-20 12:30:37,1584705,None,None,None,None,32,250,4,286
AA015,HHT,c,1,2020-05-20 12:28:07,1466655,2020-05-20 12:28:07,1466655,2020-05-20 12:28:18,1466655,2020-05-20 12:41:04,1466655,None,None,None,None,0,11,766,777
AA016,HHT,c,1,2020-05-20 12:28:19,1461565,2020-05-20 12:28:23,1461565,2020-05-20 12:28:36,1461565,2020-05-20 13:15:06,1461565,None,None,None,None,4,13,2790,2807
DA063,HHT,c,1,2020-05-20 12:31:02,1584705,2020-05-20 12:31:02,1584705,2020-05-20 12:33:13,1584705,2020-05-20 12:34:23,1584705,None,None,None,None,0,131,70,201
DA064,HHT,c,1,2020-05-20 12:33:06,1584705,2020-05-20 12:34:24,1584705,2020-05-20 12:34:56,1584705,2020-05-20 12:44:22,1584705,None,None,None,None,78,32,566,676
DA066,HHT,c,1,2020-05-20 12:40:18,1466655,2020-05-20 12:41:04,1466655,2020-05-20 12:41:23,1466655,2020-05-20 12:52:48,1466655,None,None,None,None,46,19,685,750
BA003,HHT,c,1,2020-05-20 12:40:44,BA002,2020-05-20 12:40:45,BA002,2020-05-20 12:40:53,BA002,2020-05-20 12:40:54,BA002,None,None,None,None,1,8,1,10
DA069,HHT,c,1,2020-05-20 12:44:25,1584705,2020-05-20 12:44:25,1584705,2020-05-20 12:44:31,1584705,2020-05-20 12:49:08,1584705,None,None,None,None,0,6,277,283
AA019,HHT,c,1,2020-05-20 12:49:26,1584705,2020-05-20 12:49:26,1584705,2020-05-20 12:49:33,1584705,2020-05-20 13:06:22,1584705,None,None,None,None,0,7,1009,1016
AA020,HHT,c,1,2020-05-20 12:50:06,1466655,2020-05-20 12:52:48,1466655,2020-05-20 12:53:06,1466655,2020-05-20 13:02:07,1466655,None,None,None,None,162,18,541,721
DA072,HHT,c,1,2020-05-20 12:54:57,1466655,2020-05-20 13:02:07,1466655,2020-05-20 13:02:22,1466655,2020-05-20 13:06:57,1466655,None,None,None,None,430,15,275,720
DA075,HHT,c,1,2020-05-20 12:57:09,1584705,2020-05-20 13:06:22,1584705,2020-05-20 13:06:35,1584705,2020-05-20 13:11:51,1584705,None,None,None,None,553,13,316,882
BA004,HHT,c,1,2020-05-20 13:01:32,BA001,2020-05-20 13:01:32,BA001,2020-05-20 13:08:20,BA001,2020-05-20 13:08:20,BA001,None,None,None,None,0,408,0,408
DA078,HHT,c,1,2020-05-20 13:02:22,1466655,2020-05-20 13:06:57,1466655,2020-05-20 13:07:04,1466655,2020-05-20 13:17:24,1466655,None,None,None,None,275,7,620,902
DA082,HHT,c,1,2020-05-20 13:07:28,1584705,2020-05-20 13:11:51,1584705,2020-05-20 13:12:04,1584705,2020-05-20 13:14:45,1584705,None,None,None,None,263,13,161,437
DA084,HHT,c,1,2020-05-20 13:10:55,1461565,2020-05-20 13:15:06,1461565,2020-05-20 13:18:29,1461565,2020-05-20 13:18:30,1461565,None,None,None,None,251,203,1,455
AA023,HHT,c,1,2020-05-20 13:12:08,1466655,2020-05-20 13:17:24,1466655,2020-05-20 13:17:41,1466655,2020-05-20 13:35:08,1466655,None,None,None,None,316,17,1047,1380
DA086,HHT,c,1,2020-05-20 13:17:02,1461565,2020-05-20 13:18:30,1461565,2020-05-20 13:21:59,1461565,2020-05-20 13:22:19,1461565,None,None,None,None,88,209,20,317
DA089,HHT,c,1,2020-05-20 13:22:09,1461565,2020-05-20 13:22:19,1461565,2020-05-20 13:26:00,1461565,2020-05-20 13:26:01,1461565,None,None,None,None,10,221,1,232
DA091,HHT,c,1,2020-05-20 13:25:24,1371590,2020-05-20 13:25:24,1371590,2020-05-20 13:25:31,1371590,2020-05-20 13:25:32,1371590,None,None,None,None,0,7,1,8
DA092,HHT,c,1,2020-05-20 13:25:51,1461565,2020-05-20 13:26:02,1461565,2020-05-20 13:28:34,1461565,2020-05-20 13:28:35,1461565,None,None,None,None,11,152,1,164
DB012,HHT,c,1,2020-05-20 13:26:21,1456755,2020-05-20 13:27:36,1456755,2020-05-20 13:29:38,1456755,2020-05-20 13:30:41,1456755,None,None,None,None,75,122,63,260
FA001,HHT,c,1,2020-05-20 13:28:43,101001,2020-05-20 13:28:43,101001,2020-05-20 13:29:08,101001,2020-05-20 13:29:08,101001,None,None,None,None,0,25,0,25
DA094,HHT,c,1,2020-05-20 13:29:37,1461565,2020-05-20 13:29:37,1461565,2020-05-20 13:29:56,1461565,2020-05-20 13:33:29,1461565,None,None,None,None,0,19,213,232
DA095,HHT,c,1,2020-05-20 13:30:08,1371590,2020-05-20 13:30:31,1371590,2020-05-20 13:31:07,1371590,2020-05-20 13:31:08,1371590,None,None,None,None,23,36,1,60
DA096,HHT,c,1,2020-05-20 13:32:06,1456755,2020-05-20 13:32:06,1456755,2020-05-20 13:32:22,1456755,2020-05-20 13:34:58,1456755,None,None,None,None,0,16,156,172
DA097,HHT,c,1,2020-05-20 13:32:18,1461565,2020-05-20 13:33:29,1461565,2020-05-20 13:33:39,1461565,2020-05-20 13:40:47,1461565,None,None,None,None,71,10,428,509
BA005,HHT,c,1,2020-05-20 13:32:53,BA002,2020-05-20 13:32:54,BA002,2020-05-20 13:33:02,BA002,2020-05-20 13:42:15,BA002,None,None,None,None,1,8,553,562
DA098,HHT,c,1,2020-05-20 13:37:20,1466655,2020-05-20 13:37:20,1466655,2020-05-20 13:37:33,1466655,2020-05-20 13:44:24,1466655,None,None,None,None,0,13,411,424
DA099,HHT,c,1,2020-05-20 13:37:59,1371590,2020-05-20 13:37:59,1371590,2020-05-20 13:39:12,1371590,2020-05-20 13:39:12,1371590,None,None,None,None,0,73,0,73
DB015,HHT,c,1,2020-05-20 13:39:42,1456755,2020-05-20 13:40:15,1456755,2020-05-20 13:40:16,1456755,2020-05-20 13:46:11,1456755,None,None,None,None,33,1,355,389
DA100,HHT,c,1,2020-05-20 13:41:17,1461565,2020-05-20 13:41:17,1461565,2020-05-20 13:41:32,1461565,2020-05-20 13:44:55,1461565,None,None,None,None,0,15,203,218
AA024,HHT,c,1,2020-05-20 13:44:11,1466655,2020-05-20 13:44:25,1466655,2020-05-20 13:44:43,1466655,2020-05-20 14:10:25,1466655,None,None,None,None,14,18,1542,1574
DA102,HHT,c,1,2020-05-20 13:45:53,1461565,2020-05-20 13:45:53,1461565,2020-05-20 13:46:07,1461565,2020-05-20 13:52:38,1461565,None,None,None,None,0,14,391,405
DA104,HHT,c,1,2020-05-20 13:47:00,1456755,2020-05-20 13:47:00,1456755,2020-05-20 13:50:57,1456755,2020-05-20 13:50:58,1456755,None,None,None,None,0,237,1,238
DA105,HHT,c,1,2020-05-20 13:47:34,1371590,2020-05-20 13:48:21,1371590,2020-05-20 13:48:28,1371590,2020-05-20 13:48:29,1371590,None,None,None,None,47,7,1,55
DA107,HHT,c,1,2020-05-20 13:54:57,1371590,2020-05-20 13:54:58,1371590,2020-05-20 13:55:05,1371590,2020-05-20 13:55:06,1371590,None,None,None,None,1,7,1,9
DA108,HHT,c,1,2020-05-20 13:59:40,1461565,2020-05-20 13:59:41,1461565,2020-05-20 13:59:54,1461565,2020-05-20 14:04:56,1461565,None,None,None,None,1,13,302,316
DB017,HHT,c,1,2020-05-20 14:04:23,1456755,2020-05-20 14:04:23,1456755,None,1456755,None,1456755,None,None,None,None,0,None,None,None
AB001,HHT,c,1,2020-05-20 14:06:54,1461565,2020-05-20 14:06:54,1461565,2020-05-20 14:07:05,1461565,2020-05-20 14:14:42,1461565,None,None,None,None,0,11,457,468
AA026,HHT,c,1,2020-05-20 14:09:35,1466655,2020-05-20 14:10:25,1466655,2020-05-20 14:10:29,1466655,2020-05-20 14:13:26,1466655,None,None,None,None,50,4,177,231
DA109,HHT,c,1,2020-05-20 14:10:15,1371590,2020-05-20 14:10:15,1371590,2020-05-20 14:10:21,1371590,2020-05-20 14:10:22,1371590,None,None,None,None,0,6,1,7
DA110,HHT,c,1,2020-05-20 14:11:07,1456755,2020-05-20 14:11:07,1456755,2020-05-20 14:13:17,1456755,2020-05-20 14:13:18,1456755,None,None,None,None,0,130,1,131
DB019,HHT,c,1,2020-05-20 14:12:28,1456755,2020-05-20 14:13:23,1456755,None,1456755,None,1456755,None,None,None,None,55,None,None,None
DA111,HHT,c,1,2020-05-20 14:13:25,1371590,2020-05-20 14:13:25,1371590,2020-05-20 14:13:37,1371590,2020-05-20 14:13:38,1371590,None,None,None,None,0,12,1,13
AA027,HHT,c,1,2020-05-20 14:13:45,1466655,2020-05-20 14:13:45,1466655,2020-05-20 14:13:54,1466655,2020-05-20 14:33:52,1466655,None,None,None,None,0,9,1198,1207
DA112,HHT,c,1,2020-05-20 14:14:12,1461565,2020-05-20 14:14:42,1461565,2020-05-20 14:14:52,1461565,2020-05-20 14:16:55,1461565,None,None,None,None,30,10,123,163
DA113,HHT,c,1,2020-05-20 14:14:39,1461565,2020-05-20 14:16:55,1461565,2020-05-20 14:17:06,1461565,2020-05-20 14:24:13,1461565,None,None,None,None,136,11,427,574
DB020,HHT,c,1,2020-05-20 14:15:46,1371590,2020-05-20 14:17:27,1371590,2020-05-20 14:18:11,1371590,2020-05-20 14:18:13,1371590,None,None,None,None,101,44,2,147
AB002,HHT,c,1,2020-05-20 14:17:46,1461565,2020-05-20 14:24:13,1461565,2020-05-20 14:24:31,1461565,2020-05-20 14:28:32,1461565,None,None,None,None,387,18,241,646
DA117,HHT,c,1,2020-05-20 14:22:43,1456755,2020-05-20 14:25:43,1456755,2020-05-20 14:27:29,1456755,2020-05-20 14:27:29,1456755,None,None,None,None,180,106,0,286
DA118,HHT,c,1,2020-05-20 14:23:16,1456755,2020-05-20 14:27:30,1456755,2020-05-20 14:31:13,1456755,2020-05-20 14:31:13,1456755,None,None,None,None,254,223,0,477
DA119,HHT,c,1,2020-05-20 14:23:34,1461565,2020-05-20 14:28:32,1461565,2020-05-20 14:28:57,1461565,2020-05-20 14:35:50,1461565,None,None,None,None,298,25,413,736
DA121,HHT,c,1,2020-05-20 14:25:02,1371590,2020-05-20 14:28:54,1371590,2020-05-20 14:29:05,1371590,2020-05-20 14:29:06,1371590,None,None,None,None,232,11,1,244
DA122,HHT,c,1,2020-05-20 14:28:26,1456755,2020-05-20 14:31:14,1456755,None,1456755,None,1456755,None,None,None,None,168,None,None,None
AA028,HHT,c,1,2020-05-20 14:30:13,1466655,2020-05-20 14:33:52,1466655,2020-05-20 14:39:31,1466655,2020-05-20 14:39:32,1466655,None,None,None,None,219,339,1,559
DA125,HHT,c,1,2020-05-20 14:30:39,1456755,2020-05-20 14:33:15,1456755,2020-05-20 14:35:32,1456755,2020-05-20 14:35:33,1456755,None,None,None,None,156,137,1,294
DA126,HHT,c,1,2020-05-20 14:32:49,1456755,2020-05-20 14:35:34,1456755,2020-05-20 14:37:05,1456755,2020-05-20 14:37:06,1456755,None,None,None,None,165,91,1,257
DA127,HHT,c,1,2020-05-20 14:32:57,1461565,2020-05-20 14:35:50,1461565,2020-05-20 14:36:10,1461565,2020-05-20 14:38:45,1461565,None,None,None,None,173,20,155,348
DA128,HHT,c,1,2020-05-20 14:33:37,1461565,2020-05-20 14:38:45,1461565,2020-05-20 14:39:00,1461565,2020-05-20 15:04:29,1461565,None,None,None,None,308,15,1529,1852
AA029,HHT,c,1,2020-05-20 14:33:49,1466655,2020-05-20 14:39:33,1466655,2020-05-20 14:44:07,1466655,2020-05-20 14:44:08,1466655,None,None,None,None,344,274,1,619
DB022,HHT,c,1,2020-05-20 14:34:03,1456755,2020-05-20 14:39:03,1456755,2020-05-20 14:39:28,1456755,2020-05-20 14:39:29,1456755,None,None,None,None,300,25,1,326
DA129,HHT,c,1,2020-05-20 14:35:03,1371590,2020-05-20 14:39:14,1371590,2020-05-20 14:39:27,1371590,2020-05-20 14:39:28,1371590,None,None,None,None,251,13,1,265
AA030,HHT,c,1,2020-05-20 14:39:24,1466655,2020-05-20 14:44:08,1466655,2020-05-20 14:48:32,1466655,2020-05-20 14:48:32,1466655,None,None,None,None,284,264,0,548
DA133,HHT,c,1,2020-05-20 14:39:43,1456755,2020-05-20 14:43:37,1456755,2020-05-20 14:43:44,1456755,2020-05-20 14:43:45,1456755,None,None,None,None,234,7,1,242
DB023,HHT,c,1,2020-05-20 14:43:48,1456755,2020-05-20 14:46:30,1456755,2020-05-20 14:47:49,1456755,2020-05-20 14:47:49,1456755,None,None,None,None,162,79,0,241
DA134,HHT,c,1,2020-05-20 14:44:45,1371590,2020-05-20 14:48:04,1371590,2020-05-20 14:48:21,1371590,2020-05-20 14:48:22,1371590,None,None,None,None,199,17,1,217
BA006,HHT,c,1,2020-05-20 14:49:10,BA001,2020-05-20 14:49:11,BA001,2020-05-20 14:50:08,BA001,2020-05-20 14:50:08,BA001,None,None,None,None,1,57,0,58
AA033,HHT,c,1,2020-05-20 14:49:40,1466655,2020-05-20 14:49:40,1466655,2020-05-20 14:54:15,1466655,2020-05-20 14:54:17,1466655,None,None,None,None,0,275,2,277
DA136,HHT,c,1,2020-05-20 14:50:26,1456755,2020-05-20 14:50:48,1456755,2020-05-20 14:52:53,1456755,2020-05-20 14:52:53,1456755,None,None,None,None,22,125,0,147
DA138,HHT,c,1,2020-05-20 14:51:14,1456755,2020-05-20 14:52:54,1456755,2020-05-20 14:55:20,1456755,2020-05-20 14:55:20,1456755,None,None,None,None,100,146,0,246
DA139,HHT,c,1,2020-05-20 14:54:23,1466655,2020-05-20 14:54:23,1466655,2020-05-20 14:57:52,1466655,2020-05-20 14:57:53,1466655,None,None,None,None,0,209,1,210
DA140,HHT,c,1,2020-05-20 14:57:00,1371590,2020-05-20 14:57:00,1371590,2020-05-20 14:57:06,1371590,2020-05-20 14:57:07,1371590,None,None,None,None,0,6,1,7
DA141,HHT,c,1,2020-05-20 14:57:10,1456755,2020-05-20 14:57:11,1456755,2020-05-20 14:57:15,1456755,2020-05-20 14:57:16,1456755,None,None,None,None,1,4,1,6
DA142,HHT,c,1,2020-05-20 14:57:18,1466655,2020-05-20 14:57:53,1466655,2020-05-20 14:58:08,1466655,2020-05-20 15:00:47,1466655,None,None,None,None,35,15,159,209
DA143,HHT,c,1,2020-05-20 14:58:13,1371590,2020-05-20 14:59:37,1371590,2020-05-20 14:59:46,1371590,2020-05-20 14:59:47,1371590,None,None,None,None,84,9,1,94
DA144,HHT,c,1,2020-05-20 14:59:00,1456755,2020-05-20 14:59:41,1456755,2020-05-20 15:00:02,1456755,2020-05-20 15:03:47,1456755,None,None,None,None,41,21,225,287
AA034,HHT,c,1,2020-05-20 14:59:53,1466655,2020-05-20 15:00:47,1466655,2020-05-20 15:13:53,1466655,2020-05-20 15:13:54,1466655,None,None,None,None,54,786,1,841
DB025,HHT,c,1,2020-05-20 15:03:39,1371590,2020-05-20 15:03:39,1371590,2020-05-20 15:03:53,1371590,2020-05-20 15:03:53,1371590,None,None,None,None,0,14,0,14
AA035,HHT,c,1,2020-05-20 15:04:21,1461565,2020-05-20 15:04:29,1461565,2020-05-20 15:04:45,1461565,2020-05-20 15:45:42,1461565,None,None,None,None,8,16,2457,2481
DA145,HHT,c,1,2020-05-20 15:04:29,1456755,2020-05-20 15:04:53,1456755,2020-05-20 15:05:07,1456755,2020-05-20 15:06:59,1456755,None,None,None,None,24,14,112,150
DA147,HHT,c,1,2020-05-20 15:05:50,1371590,2020-05-20 15:06:43,1371590,2020-05-20 15:07:14,1371590,2020-05-20 15:07:15,1371590,None,None,None,None,53,31,1,85
DB026,HHT,c,1,2020-05-20 15:08:45,1456755,2020-05-20 15:08:45,1456755,2020-05-20 15:11:11,1456755,2020-05-20 15:13:14,1456755,None,None,None,None,0,146,123,269
DA149,HHT,c,1,2020-05-20 15:09:53,1371590,2020-05-20 15:10:02,1371590,2020-05-20 15:10:07,1371590,2020-05-20 15:10:08,1371590,None,None,None,None,9,5,1,15
DA151,HHT,c,1,2020-05-20 15:13:24,1466655,2020-05-20 15:13:54,1466655,2020-05-20 15:17:59,1466655,2020-05-20 15:18:00,1466655,None,None,None,None,30,245,1,276
DB027,HHT,c,1,2020-05-20 15:14:11,1456755,2020-05-20 15:14:14,1456755,2020-05-20 15:17:11,1456755,2020-05-20 15:17:12,1456755,None,None,None,None,3,177,1,181
DB028,HHT,c,1,2020-05-20 15:14:19,1371590,2020-05-20 15:15:09,1371590,2020-05-20 15:15:30,1371590,2020-05-20 15:15:31,1371590,None,None,None,None,50,21,1,72
DB029,HHT,c,1,2020-05-20 15:14:52,1456755,2020-05-20 15:17:12,1456755,2020-05-20 15:17:18,1456755,2020-05-20 15:19:47,1456755,None,None,None,None,140,6,149,295
DA152,HHT,c,1,2020-05-20 15:15:08,1371590,2020-05-20 15:17:49,1371590,2020-05-20 15:18:09,1371590,2020-05-20 15:18:10,1371590,None,None,None,None,161,20,1,182
DA153,HHT,c,1,2020-05-20 15:15:44,1466655,2020-05-20 15:18:00,1466655,2020-05-20 15:21:37,1466655,2020-05-20 15:22:11,1466655,None,None,None,None,136,217,34,387
DB030,HHT,c,1,2020-05-20 15:15:51,1456755,2020-05-20 15:19:48,1456755,2020-05-20 15:21:25,1456755,2020-05-20 15:21:25,1456755,None,None,None,None,237,97,0,334
DA154,HHT,c,1,2020-05-20 15:16:03,1371590,2020-05-20 15:20:35,1371590,2020-05-20 15:21:12,1371590,2020-05-20 15:21:13,1371590,None,None,None,None,272,37,1,310
AB003,HHT,c,1,2020-05-20 15:18:34,1466655,2020-05-20 15:22:12,1466655,2020-05-20 15:30:17,1466655,2020-05-20 15:31:24,1466655,None,None,None,None,218,485,67,770
DA155,HHT,c,1,2020-05-20 15:19:17,1456755,2020-05-20 15:21:27,1456755,2020-05-20 15:24:00,1456755,2020-05-20 15:24:01,1456755,None,None,None,None,130,153,1,284
DA156,HHT,c,1,2020-05-20 15:19:26,1456755,2020-05-20 15:24:02,1456755,2020-05-20 15:27:49,1456755,2020-05-20 15:27:49,1456755,None,None,None,None,276,227,0,503
DA157,HHT,c,1,2020-05-20 15:20:09,1371590,2020-05-20 15:26:35,1371590,2020-05-20 15:27:40,1371590,2020-05-20 15:27:40,1371590,None,None,None,None,386,65,0,451
DB031,HHT,c,1,2020-05-20 15:22:57,1371590,2020-05-20 15:28:56,1371590,2020-05-20 15:29:04,1371590,2020-05-20 15:29:04,1371590,None,None,None,None,359,8,0,367
DA158,HHT,c,1,2020-05-20 15:23:46,1456755,2020-05-20 15:30:07,1456755,2020-05-20 15:30:22,1456755,2020-05-20 15:44:01,1456755,None,None,None,None,381,15,819,1215
DA159,HHT,c,1,2020-05-20 15:23:56,1466655,2020-05-20 15:31:24,1466655,2020-05-20 15:33:45,1466655,2020-05-20 15:33:48,1466655,None,None,None,None,448,141,3,592
DB032,HHT,c,1,2020-05-20 15:35:22,1466655,2020-05-20 15:35:22,1466655,2020-05-20 16:12:20,1466655,2020-05-20 16:12:20,1466655,None,None,None,None,0,2218,0,2218
DA161,HHT,c,1,2020-05-20 15:35:59,1371590,2020-05-20 15:35:59,1371590,2020-05-20 15:36:05,1371590,2020-05-20 15:36:05,1371590,None,None,None,None,0,6,0,6
DA162,HHT,c,1,2020-05-20 15:38:26,1371590,2020-05-20 15:38:40,1371590,2020-05-20 15:38:54,1371590,2020-05-20 15:38:54,1371590,None,None,None,None,14,14,0,28
DA163,HHT,c,1,2020-05-20 15:39:19,1371590,2020-05-20 15:40:48,1371590,2020-05-20 15:41:00,1371590,2020-05-20 15:41:01,1371590,None,None,None,None,89,12,1,102
DA165,HHT,c,1,2020-05-20 15:41:27,1456755,2020-05-20 15:44:02,1456755,2020-05-20 15:44:08,1456755,2020-05-20 15:44:09,1456755,None,None,None,None,155,6,1,162
DA166,HHT,c,1,2020-05-20 15:41:35,1371590,2020-05-20 15:44:34,1371590,2020-05-20 15:44:49,1371590,2020-05-20 15:44:50,1371590,None,None,None,None,179,15,1,195
DB033,HHT,c,1,2020-05-20 15:41:42,1461565,2020-05-20 15:45:42,1461565,2020-05-20 15:46:01,1461565,2020-05-20 15:58:04,1461565,None,None,None,None,240,19,723,982
DB034,HHT,c,1,2020-05-20 15:44:13,1371590,2020-05-20 15:47:49,1371590,2020-05-20 15:48:00,1371590,2020-05-20 15:48:01,1371590,None,None,None,None,216,11,1,228
BA007,HHT,c,1,2020-05-20 15:48:24,BA002,2020-05-20 15:48:24,BA002,2020-05-20 15:48:31,BA002,2020-05-20 16:06:56,BA002,None,None,None,None,0,7,1105,1112
DA170,HHT,c,1,2020-05-20 15:49:54,1371590,2020-05-20 15:50:53,1371590,2020-05-20 15:51:11,1371590,2020-05-20 15:51:12,1371590,None,None,None,None,59,18,1,78
BA008,HHT,c,1,2020-05-20 15:52:19,BA001,2020-05-20 15:52:20,BA001,2020-05-20 15:52:28,BA001,2020-05-20 16:15:34,BA001,None,None,None,None,1,8,1386,1395
AA041,HHT,c,1,2020-05-20 15:58:09,1461565,2020-05-20 15:58:09,1461565,2020-05-20 15:58:22,1461565,2020-05-20 16:25:23,1461565,None,None,None,None,0,13,1621,1634
AA042,HHT,c,1,2020-05-20 16:05:51,1466655,2020-05-20 16:12:20,1466655,2020-05-20 16:12:32,1466655,2020-05-20 16:19:45,1466655,None,None,None,None,389,12,433,834
DA172,HHT,c,1,2020-05-20 16:06:41,1456755,2020-05-20 16:06:42,1456755,2020-05-20 16:08:10,1456755,2020-05-20 16:11:30,1456755,None,None,None,None,1,88,200,289
DB036,HHT,c,1,2020-05-20 16:08:10,1371590,2020-05-20 16:08:20,1371590,2020-05-20 16:08:28,1371590,2020-05-20 16:08:29,1371590,None,None,None,None,10,8,1,19
DA173,HHT,c,1,2020-05-20 16:10:27,1371590,2020-05-20 16:10:55,1371590,2020-05-20 16:11:02,1371590,2020-05-20 16:11:02,1371590,None,None,None,None,28,7,0,35
DA175,HHT,c,1,2020-05-20 16:13:40,1371590,2020-05-20 16:13:40,1371590,2020-05-20 16:13:51,1371590,2020-05-20 16:13:51,1371590,None,None,None,None,0,11,0,11
DA177,HHT,c,1,2020-05-20 16:16:15,1456755,2020-05-20 16:16:15,1456755,2020-05-20 16:23:39,1456755,2020-05-20 16:23:39,1456755,None,None,None,None,0,444,0,444
DA178,HHT,c,1,2020-05-20 16:18:41,1371590,2020-05-20 16:18:42,1371590,2020-05-20 16:18:50,1371590,2020-05-20 16:18:50,1371590,None,None,None,None,1,8,0,9
DA180,HHT,c,1,2020-05-20 16:19:41,1466655,2020-05-20 16:19:45,1466655,2020-05-20 16:20:41,1466655,2020-05-20 16:23:23,1466655,None,None,None,None,4,56,162,222
DA181,HHT,c,1,2020-05-20 16:19:50,1371590,2020-05-20 16:21:42,1371590,2020-05-20 16:21:53,1371590,2020-05-20 16:21:54,1371590,None,None,None,None,112,11,1,124
DA183,HHT,c,1,2020-05-20 16:23:12,1466655,2020-05-20 16:23:24,1466655,2020-05-20 16:23:38,1466655,2020-05-20 16:39:56,1466655,None,None,None,None,12,14,978,1004
AA043,HHT,c,1,2020-05-20 16:23:38,1461565,2020-05-20 16:25:23,1461565,2020-05-20 16:25:47,1461565,2020-05-20 16:27:37,1461565,None,None,None,None,105,24,110,239
DA184,HHT,c,1,2020-05-20 16:32:03,1461565,2020-05-20 16:32:03,1461565,2020-05-20 16:32:17,1461565,2020-05-20 16:34:31,1461565,None,None,None,None,0,14,134,148
DA185,HHT,c,1,2020-05-20 16:32:15,1371590,2020-05-20 16:32:15,1371590,2020-05-20 16:32:21,1371590,2020-05-20 16:32:21,1371590,None,None,None,None,0,6,0,6
DA186,HHT,c,1,2020-05-20 16:34:17,1461565,2020-05-20 16:34:31,1461565,2020-05-20 16:34:41,1461565,2020-05-20 16:37:18,1461565,None,None,None,None,14,10,157,181
DA187,HHT,c,1,2020-05-20 16:36:52,1456755,2020-05-20 16:36:52,1456755,2020-05-20 16:37:43,1456755,2020-05-20 16:38:39,1456755,None,None,None,None,0,51,56,107
DA188,HHT,c,1,2020-05-20 16:37:05,1371590,2020-05-20 16:37:05,1371590,2020-05-20 16:37:11,1371590,2020-05-20 16:37:11,1371590,None,None,None,None,0,6,0,6
