RAW Data Report
Branch:TST(HHT)
Start datetime:2020-09-01T12:04:26
End datetime:2020-09-05T12:04:26
Counter Type:ALL
Ticket,Type,No.,Branch,Counter Type,Step,Start Time,Start by,Call Time,Call by,Process Time,Process by,Done Time,Done by,No Show Time,No Show by,Void Time,Void by,Waiting Time (s),Walking time (s),Process time (s),Total time (s)
DA154,DA,154,HHT,c,1,2020-09-01 16:33:42,1371590,2020-09-01 16:33:42,1371590,2020-09-01 16:33:55,1371590,2020-09-01 16:34:01,1371590,None,None,None,None,0,13,6,19
DA155,DA,155,HHT,c,1,2020-09-01 16:37:06,1498468,2020-09-01 16:37:19,1498468,2020-09-01 16:37:38,1498468,2020-09-01 16:42:24,1498468,None,None,None,None,13,19,286,318
DA157,DA,157,HHT,c,1,2020-09-01 16:41:01,1371590,2020-09-01 16:41:01,1371590,2020-09-01 16:41:07,1371590,2020-09-01 16:41:08,1371590,None,None,None,None,0,6,1,7
AA035,AA,035,HHT,c,1,2020-09-01 16:41:08,1466655,2020-09-01 16:41:36,1466655,2020-09-01 16:41:49,1466655,2020-09-01 16:52:33,1466655,None,None,None,None,28,13,644,685
BA008,BA,008,HHT,c,1,2020-09-01 16:41:21,BA002,2020-09-01 16:41:21,BA002,2020-09-01 16:45:16,BA002,2020-09-01 16:45:16,BA002,None,None,None,None,0,235,0,235
DA158,DA,158,HHT,c,1,2020-09-01 16:45:39,1328368,2020-09-01 16:45:39,1328368,2020-09-01 16:45:54,1328368,2020-09-01 16:46:32,1328368,None,None,None,None,0,15,38,53
FA003,FA,003,HHT,c,1,2020-09-01 16:46:15,101003,2020-09-01 16:46:15,101003,2020-09-01 17:08:30,101003,2020-09-01 17:08:30,101003,None,None,None,None,0,1335,0,1335
AA036,AA,036,HHT,c,1,2020-09-01 16:46:17,1328368,2020-09-01 16:46:33,1328368,2020-09-01 16:46:43,1328368,2020-09-01 17:12:13,1328368,None,None,None,None,16,10,1530,1556
DA159,DA,159,HHT,c,1,2020-09-01 16:50:35,1498468,2020-09-01 16:50:36,1498468,2020-09-01 16:51:08,1498468,2020-09-01 16:54:05,1498468,None,None,None,None,1,32,177,210
DA160,DA,160,HHT,c,1,2020-09-01 16:51:53,1371590,2020-09-01 16:52:00,1371590,2020-09-01 16:52:05,1371590,2020-09-01 16:52:06,1371590,None,None,None,None,7,5,1,13
BA009,BA,009,HHT,c,1,2020-09-01 16:52:28,BA001,2020-09-01 16:52:28,BA001,2020-09-01 16:52:42,BA001,2020-09-01 17:23:07,BA001,None,None,None,None,0,14,1825,1839
DA161,DA,161,HHT,c,1,2020-09-01 16:52:59,1466655,2020-09-01 16:53:00,1466655,2020-09-01 16:53:24,1466655,2020-09-01 16:55:38,1466655,None,None,None,None,1,24,134,159
AA037,AA,037,HHT,c,1,2020-09-01 16:55:05,1466655,2020-09-01 16:55:38,1466655,2020-09-01 16:55:41,1466655,2020-09-01 16:58:43,1466655,None,None,None,None,33,3,182,218
DA162,DA,162,HHT,c,1,2020-09-01 16:55:42,1498468,2020-09-01 16:55:43,1498468,2020-09-01 16:56:12,1498468,2020-09-01 16:57:50,1498468,None,None,None,None,1,29,98,128
DA164,DA,164,HHT,c,1,2020-09-01 16:56:28,1498468,2020-09-01 16:57:50,1498468,2020-09-01 16:58:00,1498468,2020-09-01 17:00:30,1498468,None,None,None,None,82,10,150,242
DA165,DA,165,HHT,c,1,2020-09-01 16:56:45,1466655,2020-09-01 16:58:43,1466655,2020-09-01 16:58:56,1466655,2020-09-01 17:03:49,1466655,None,None,None,None,118,13,293,424
DA166,DA,166,HHT,c,1,2020-09-01 17:00:33,1498468,2020-09-01 17:00:34,1498468,2020-09-01 17:01:01,1498468,2020-09-01 17:01:01,1498468,None,None,None,None,1,27,0,28
DA167,DA,167,HHT,c,1,2020-09-01 17:00:41,1371590,2020-09-01 17:01:27,1371590,2020-09-01 17:01:40,1371590,2020-09-01 17:01:42,1371590,None,None,None,None,46,13,2,61
DA168,DA,168,HHT,c,1,2020-09-01 17:02:09,1456755,2020-09-01 17:03:15,1456755,None,1456755,None,1456755,None,None,None,None,66,None,None,None
DA169,DA,169,HHT,c,1,2020-09-01 17:03:08,1466655,2020-09-01 17:03:49,1466655,2020-09-01 17:04:03,1466655,2020-09-01 17:12:00,1466655,None,None,None,None,41,14,477,532
DA170,DA,170,HHT,c,1,2020-09-01 17:07:25,1456755,2020-09-01 17:08:53,1456755,None,1456755,None,1456755,None,None,None,None,88,None,None,None
DA171,DA,171,HHT,c,1,2020-09-01 17:07:36,1371590,2020-09-01 17:10:43,1371590,2020-09-01 17:10:50,1371590,2020-09-01 17:10:51,1371590,None,None,None,None,187,7,1,195
DB017,DB,017,HHT,c,1,2020-09-01 17:08:43,1456755,2020-09-01 17:11:34,1456755,None,1456755,None,1456755,None,None,None,None,171,None,None,None
DA172,DA,172,HHT,c,1,2020-09-01 17:10:49,1466655,2020-09-01 17:12:01,1466655,2020-09-01 17:13:09,1466655,2020-09-01 17:17:29,1466655,None,None,None,None,72,68,260,400
DA173,DA,173,HHT,c,1,2020-09-01 17:12:07,1328368,2020-09-01 17:12:13,1328368,2020-09-01 17:12:26,1328368,2020-09-01 17:16:10,1328368,None,None,None,None,6,13,224,243
DA174,DA,174,HHT,c,1,2020-09-01 17:12:14,1328368,2020-09-01 17:16:10,1328368,2020-09-01 17:16:21,1328368,2020-09-01 17:25:37,1328368,None,None,None,None,236,11,556,803
DA175,DA,175,HHT,c,1,2020-09-01 17:13:58,1498468,2020-09-01 17:16:40,1498468,2020-09-01 17:16:48,1498468,2020-09-01 17:18:11,1498468,None,None,None,None,162,8,83,253
AA039,AA,039,HHT,c,1,2020-09-01 17:14:15,1466655,2020-09-01 17:17:29,1466655,2020-09-01 17:17:43,1466655,2020-09-01 17:23:47,1466655,None,None,None,None,194,14,364,572
AB005,AB,005,HHT,c,1,2020-09-01 17:14:45,1466655,2020-09-01 17:23:48,1466655,2020-09-01 17:24:11,1466655,2020-09-01 17:39:32,1466655,None,None,None,None,543,23,921,1487
DA176,DA,176,HHT,c,1,2020-09-01 17:16:05,1371590,2020-09-01 17:17:22,1371590,2020-09-01 17:17:32,1371590,2020-09-01 17:17:32,1371590,None,None,None,None,77,10,0,87
DA177,DA,177,HHT,c,1,2020-09-01 17:16:15,1498468,2020-09-01 17:18:11,1498468,2020-09-01 17:18:17,1498468,2020-09-01 17:22:01,1498468,None,None,None,None,116,6,224,346
DA178,DA,178,HHT,c,1,2020-09-01 17:19:42,1456755,2020-09-01 17:19:48,1456755,None,1456755,None,1456755,None,None,None,None,6,None,None,None
DA179,DA,179,HHT,c,1,2020-09-01 17:19:52,1371590,2020-09-01 17:20:04,1371590,2020-09-01 17:21:25,1371590,2020-09-01 17:21:26,1371590,None,None,None,None,12,81,1,94
AA040,AA,040,HHT,c,1,2020-09-01 17:27:39,1461565,2020-09-01 17:27:49,1461565,2020-09-01 17:28:05,1461565,2020-09-01 17:43:20,1461565,None,None,None,None,10,16,915,941
DA180,DA,180,HHT,c,1,2020-09-01 17:35:15,1498468,2020-09-01 17:35:16,1498468,2020-09-01 17:35:22,1498468,2020-09-01 17:45:38,1498468,None,None,None,None,1,6,616,623
DA181,DA,181,HHT,c,1,2020-09-01 17:37:56,1371590,2020-09-01 17:38:11,1371590,2020-09-01 17:38:21,1371590,2020-09-01 17:38:21,1371590,None,None,None,None,15,10,0,25
DA182,DA,182,HHT,c,1,2020-09-01 17:39:05,1456755,2020-09-01 17:39:12,1456755,2020-09-01 17:52:32,1456755,2020-09-01 17:52:32,1456755,None,None,None,None,7,800,0,807
DA183,DA,183,HHT,c,1,2020-09-01 17:40:03,1466655,2020-09-01 17:40:04,1466655,2020-09-01 17:40:16,1466655,2020-09-01 17:53:25,1466655,None,None,None,None,1,12,789,802
DA185,DA,185,HHT,c,1,2020-09-01 17:45:09,1461565,2020-09-01 17:45:10,1461565,2020-09-01 17:45:38,1461565,2020-09-01 17:48:25,1461565,None,None,None,None,1,28,167,196
DA186,DA,186,HHT,c,1,2020-09-01 17:48:09,1498468,2020-09-01 17:48:09,1498468,2020-09-01 17:48:14,1498468,2020-09-01 17:51:14,1498468,None,None,None,None,0,5,180,185
DA187,DA,187,HHT,c,1,2020-09-01 17:50:14,1371590,2020-09-01 17:50:14,1371590,2020-09-01 17:50:20,1371590,2020-09-01 17:50:21,1371590,None,None,None,None,0,6,1,7
DA188,DA,188,HHT,c,1,2020-09-01 17:53:16,1498468,2020-09-01 17:53:16,1498468,2020-09-01 17:53:30,1498468,2020-09-01 17:53:30,1498468,None,None,None,None,0,14,0,14
AB006,AB,006,HHT,c,1,2020-09-01 17:54:45,1466655,2020-09-01 17:54:46,1466655,2020-09-01 17:55:14,1466655,2020-09-01 18:04:03,1466655,None,None,None,None,1,28,529,558
DA189,DA,189,HHT,c,1,2020-09-01 17:55:56,1371590,2020-09-01 17:55:57,1371590,2020-09-01 17:56:17,1371590,2020-09-01 17:56:17,1371590,None,None,None,None,1,20,0,21
DB018,DB,018,HHT,c,1,2020-09-01 18:02:25,1498468,2020-09-01 18:02:25,1498468,2020-09-01 18:02:42,1498468,2020-09-01 18:09:55,1498468,None,None,None,None,0,17,433,450
DA191,DA,191,HHT,c,1,2020-09-01 18:05:27,1456755,2020-09-01 18:05:27,1456755,2020-09-01 18:08:48,1456755,2020-09-01 18:08:49,1456755,None,None,None,None,0,201,1,202
DB019,DB,019,HHT,c,1,2020-09-01 18:09:48,1371590,2020-09-01 18:09:49,1371590,2020-09-01 18:09:56,1371590,2020-09-01 18:09:58,1371590,None,None,None,None,1,7,2,10
DA192,DA,192,HHT,c,1,2020-09-01 18:09:55,1456755,2020-09-01 18:09:55,1456755,None,1456755,None,1456755,None,None,None,None,0,None,None,None
DA193,DA,193,HHT,c,1,2020-09-01 18:10:02,1498468,2020-09-01 18:10:03,1498468,2020-09-01 18:10:10,1498468,2020-09-01 18:10:11,1498468,None,None,None,None,1,7,1,9
DA194,DA,194,HHT,c,1,2020-09-01 18:12:04,1466655,2020-09-01 18:12:05,1466655,2020-09-01 18:12:19,1466655,2020-09-01 18:32:17,1466655,None,None,None,None,1,14,1198,1213
DA195,DA,195,HHT,c,1,2020-09-01 18:12:15,1456755,2020-09-01 18:12:29,1456755,2020-09-01 18:12:36,1456755,2020-09-01 18:12:37,1456755,None,None,None,None,14,7,1,22
DA196,DA,196,HHT,c,1,2020-09-01 18:16:21,1371590,2020-09-01 18:16:21,1371590,2020-09-01 18:16:26,1371590,2020-09-01 18:16:26,1371590,None,None,None,None,0,5,0,5
DA197,DA,197,HHT,c,1,2020-09-01 18:16:59,1498468,2020-09-01 18:16:59,1498468,2020-09-01 18:17:05,1498468,2020-09-01 18:17:06,1498468,None,None,None,None,0,6,1,7
DA198,DA,198,HHT,c,1,2020-09-01 18:17:53,1461565,2020-09-01 18:17:55,1461565,2020-09-01 18:18:49,1461565,2020-09-01 18:21:30,1461565,None,None,None,None,2,54,161,217
DA199,DA,199,HHT,c,1,2020-09-01 18:21:21,1461565,2020-09-01 18:21:30,1461565,2020-09-01 18:21:36,1461565,2020-09-01 18:25:53,1461565,None,None,None,None,9,6,257,272
DA200,DA,200,HHT,c,1,2020-09-01 18:25:43,1371590,2020-09-01 18:25:44,1371590,2020-09-01 18:26:04,1371590,2020-09-01 18:26:05,1371590,None,None,None,None,1,20,1,22
DA201,DA,201,HHT,c,1,2020-09-01 18:28:39,1461565,2020-09-01 18:28:39,1461565,2020-09-01 18:28:58,1461565,2020-09-01 18:39:23,1461565,None,None,None,None,0,19,625,644
DA203,DA,203,HHT,c,1,2020-09-01 18:32:03,1371590,2020-09-01 18:32:07,1371590,2020-09-01 18:32:20,1371590,2020-09-01 18:32:21,1371590,None,None,None,None,4,13,1,18
DA204,DA,204,HHT,c,1,2020-09-01 18:36:33,1466655,2020-09-01 18:36:34,1466655,2020-09-01 18:36:57,1466655,2020-09-01 18:51:02,1466655,None,None,None,None,1,23,845,869
DA205,DA,205,HHT,c,1,2020-09-01 18:36:44,1371590,2020-09-01 18:36:45,1371590,2020-09-01 18:36:52,1371590,2020-09-01 18:36:53,1371590,None,None,None,None,1,7,1,9
DA206,DA,206,HHT,c,1,2020-09-01 18:38:26,1461565,2020-09-01 18:39:23,1461565,2020-09-01 18:39:45,1461565,2020-09-01 18:45:28,1461565,None,None,None,None,57,22,343,422
DA207,DA,207,HHT,c,1,2020-09-01 18:40:20,1371590,2020-09-01 18:40:33,1371590,2020-09-01 18:40:41,1371590,2020-09-01 18:40:41,1371590,None,None,None,None,13,8,0,21
DA208,DA,208,HHT,c,1,2020-09-01 18:50:58,1461565,2020-09-01 18:50:58,1461565,2020-09-01 18:51:18,1461565,2020-09-01 18:53:12,1461565,None,None,None,None,0,20,114,134
DA209,DA,209,HHT,c,1,2020-09-01 18:52:44,1371590,2020-09-01 18:52:44,1371590,2020-09-01 18:52:49,1371590,2020-09-01 18:52:50,1371590,None,None,None,None,0,5,1,6
DB020,DB,020,HHT,c,1,2020-09-01 18:53:47,1466655,2020-09-01 18:53:47,1466655,2020-09-01 18:54:51,1466655,2020-09-01 23:00:07,1466655,None,None,None,None,0,64,14716,14780
DA210,DA,210,HHT,c,1,2020-09-01 18:57:26,1461565,2020-09-01 18:57:26,1461565,2020-09-01 18:57:49,1461565,2020-09-01 23:00:05,1461565,None,None,None,None,0,23,14536,14559
DA001,DA,001,HHT,c,1,2020-09-02 09:58:26,1466655,2020-09-02 09:58:28,1466655,2020-09-02 09:58:55,1466655,2020-09-02 10:02:22,1466655,None,None,None,None,2,27,207,236
DA002,DA,002,HHT,c,1,2020-09-02 10:00:34,1328368,2020-09-02 10:01:40,1328368,2020-09-02 10:04:00,1328368,2020-09-02 10:15:53,1328368,None,None,None,None,66,140,713,919
AA002,AA,002,HHT,c,1,2020-09-02 10:01:39,1466655,2020-09-02 10:02:22,1466655,2020-09-02 10:02:39,1466655,2020-09-02 10:12:26,1466655,None,None,None,None,43,17,587,647
DA003,DA,003,HHT,c,1,2020-09-02 10:06:21,1371590,2020-09-02 10:06:21,1371590,2020-09-02 10:07:25,1371590,2020-09-02 10:07:26,1371590,None,None,None,None,0,64,1,65
DA004,DA,004,HHT,c,1,2020-09-02 10:09:19,1371590,2020-09-02 10:10:13,1371590,2020-09-02 10:10:21,1371590,2020-09-02 10:10:22,1371590,None,None,None,None,54,8,1,63
DA005,DA,005,HHT,c,1,2020-09-02 10:11:17,1466655,2020-09-02 10:12:26,1466655,2020-09-02 10:12:46,1466655,2020-09-02 10:36:14,1466655,None,None,None,None,69,20,1408,1497
DA007,DA,007,HHT,c,1,2020-09-02 10:15:40,1328368,2020-09-02 10:15:54,1328368,2020-09-02 10:16:02,1328368,2020-09-02 10:19:45,1328368,None,None,None,None,14,8,223,245
FA001,FA,001,HHT,c,1,2020-09-02 10:16:26,101002,2020-09-02 10:16:26,101002,2020-09-02 10:17:08,101002,2020-09-02 10:17:10,101002,None,None,None,None,0,42,2,44
DB002,DB,002,HHT,c,1,2020-09-02 10:16:59,1371590,2020-09-02 10:16:59,1371590,2020-09-02 10:17:31,1371590,2020-09-02 10:17:32,1371590,None,None,None,None,0,32,1,33
DA008,DA,008,HHT,c,1,2020-09-02 10:19:05,1328368,2020-09-02 10:19:45,1328368,2020-09-02 10:19:50,1328368,2020-09-02 11:13:18,1328368,None,None,None,None,40,5,3208,3253
BA001,BA,001,HHT,c,1,2020-09-02 10:24:41,BA002,2020-09-02 10:24:42,BA002,2020-09-02 10:56:19,BA002,2020-09-02 10:56:21,BA002,None,None,None,None,1,1897,2,1900
DA009,DA,009,HHT,c,1,2020-09-02 10:25:21,1371590,2020-09-02 10:25:22,1371590,2020-09-02 10:25:26,1371590,2020-09-02 10:25:27,1371590,None,None,None,None,1,4,1,6
DB003,DB,003,HHT,c,1,2020-09-02 10:26:22,1371590,2020-09-02 10:31:17,1371590,2020-09-02 10:31:23,1371590,2020-09-02 10:31:24,1371590,None,None,None,None,295,6,1,302
DA011,DA,011,HHT,c,1,2020-09-02 10:35:25,1461565,2020-09-02 10:35:26,1461565,2020-09-02 10:35:54,1461565,2020-09-02 10:45:18,1461565,None,None,None,None,1,28,564,593
DA012,DA,012,HHT,c,1,2020-09-02 10:35:32,1466655,2020-09-02 10:36:14,1466655,2020-09-02 10:36:30,1466655,2020-09-02 10:41:15,1466655,None,None,None,None,42,16,285,343
BA002,BA,002,HHT,c,1,2020-09-02 10:40:00,BA001,2020-09-02 10:40:01,BA001,2020-09-02 10:40:10,BA001,2020-09-02 10:52:59,BA001,None,None,None,None,1,9,769,779
DA013,DA,013,HHT,c,1,2020-09-02 10:40:29,1466655,2020-09-02 10:41:15,1466655,2020-09-02 10:42:13,1466655,2020-09-02 10:50:52,1466655,None,None,None,None,46,58,519,623
DA016,DA,016,HHT,c,1,2020-09-02 10:42:15,1461565,2020-09-02 10:45:18,1461565,2020-09-02 10:45:47,1461565,2020-09-02 10:49:00,1461565,None,None,None,None,183,29,193,405
DB005,DB,005,HHT,c,1,2020-09-02 10:45:34,1461565,2020-09-02 10:49:00,1461565,2020-09-02 10:49:44,1461565,2020-09-02 10:52:51,1461565,None,None,None,None,206,44,187,437
AB001,AB,001,HHT,c,1,2020-09-02 10:46:16,1466655,2020-09-02 10:50:52,1466655,2020-09-02 10:52:11,1466655,2020-09-02 12:00:38,1466655,None,None,None,None,276,79,4107,4462
DA019,DA,019,HHT,c,1,2020-09-02 10:56:16,1461565,2020-09-02 10:56:16,1461565,2020-09-02 10:57:55,1461565,2020-09-02 11:03:28,1461565,None,None,None,None,0,99,333,432
AA005,AA,005,HHT,c,1,2020-09-02 11:01:47,1461565,2020-09-02 11:03:28,1461565,2020-09-02 11:03:44,1461565,2020-09-02 11:18:34,1461565,None,None,None,None,101,16,890,1007
BA003,BA,003,HHT,c,1,2020-09-02 11:06:39,BA002,2020-09-02 11:06:40,BA002,2020-09-02 11:16:04,BA002,2020-09-02 11:37:58,BA002,None,None,None,None,1,564,1314,1879
DA023,DA,023,HHT,c,1,2020-09-02 11:08:41,1371590,2020-09-02 11:09:09,1371590,2020-09-02 11:09:20,1371590,2020-09-02 11:09:21,1371590,None,None,None,None,28,11,1,40
DA025,DA,025,HHT,c,1,2020-09-02 11:09:18,1371590,2020-09-02 11:13:14,1371590,2020-09-02 11:13:21,1371590,2020-09-02 11:13:21,1371590,None,None,None,None,236,7,0,243
DB006,DB,006,HHT,c,1,2020-09-02 11:11:32,1328368,2020-09-02 11:13:19,1328368,2020-09-02 11:13:35,1328368,2020-09-02 11:19:39,1328368,None,None,None,None,107,16,364,487
DA027,DA,027,HHT,c,1,2020-09-02 11:14:01,1371590,2020-09-02 11:17:32,1371590,2020-09-02 11:17:38,1371590,2020-09-02 11:17:38,1371590,None,None,None,None,211,6,0,217
DA028,DA,028,HHT,c,1,2020-09-02 11:16:28,1461565,2020-09-02 11:18:35,1461565,2020-09-02 11:18:49,1461565,2020-09-02 11:23:39,1461565,None,None,None,None,127,14,290,431
AA008,AA,008,HHT,c,1,2020-09-02 11:16:53,1328368,2020-09-02 11:19:40,1328368,2020-09-02 11:20:01,1328368,2020-09-02 11:35:36,1328368,None,None,None,None,167,21,935,1123
DA029,DA,029,HHT,c,1,2020-09-02 11:17:02,1371590,2020-09-02 11:21:16,1371590,2020-09-02 11:21:39,1371590,2020-09-02 11:21:40,1371590,None,None,None,None,254,23,1,278
DA030,DA,030,HHT,c,1,2020-09-02 11:17:09,1371590,2020-09-02 11:21:40,1371590,2020-09-02 11:21:47,1371590,2020-09-02 11:21:48,1371590,None,None,None,None,271,7,1,279
DA031,DA,031,HHT,c,1,2020-09-02 11:17:28,1461565,2020-09-02 11:23:39,1461565,2020-09-02 11:24:03,1461565,2020-09-02 11:26:42,1461565,None,None,None,None,371,24,159,554
DA032,DA,032,HHT,c,1,2020-09-02 11:18:37,1371590,2020-09-02 11:25:25,1371590,2020-09-02 11:25:58,1371590,2020-09-02 11:25:58,1371590,None,None,None,None,408,33,0,441
DA033,DA,033,HHT,c,1,2020-09-02 11:18:45,1461565,2020-09-02 11:26:42,1461565,2020-09-02 11:27:25,1461565,2020-09-02 11:36:14,1461565,None,None,None,None,477,43,529,1049
AA009,AA,009,HHT,c,1,2020-09-02 11:21:42,1328368,2020-09-02 11:35:36,1328368,2020-09-02 11:35:45,1328368,2020-09-02 11:35:46,1328368,None,None,None,None,834,9,1,844
AA010,AA,010,HHT,c,1,2020-09-02 11:21:47,1328368,2020-09-02 11:35:47,1328368,2020-09-02 11:35:58,1328368,2020-09-02 11:50:26,1328368,None,None,None,None,840,11,868,1719
DB007,DB,007,HHT,c,1,2020-09-02 11:31:32,1461565,2020-09-02 11:36:14,1461565,2020-09-02 11:36:47,1461565,2020-09-02 11:43:06,1461565,None,None,None,None,282,33,379,694
DA039,DA,039,HHT,c,1,2020-09-02 11:37:30,1371590,2020-09-02 11:42:20,1371590,2020-09-02 11:42:30,1371590,2020-09-02 11:42:31,1371590,None,None,None,None,290,10,1,301
DA040,DA,040,HHT,c,1,2020-09-02 11:43:11,1461565,2020-09-02 11:43:11,1461565,2020-09-02 11:43:56,1461565,2020-09-02 11:46:15,1461565,None,None,None,None,0,45,139,184
DA042,DA,042,HHT,c,1,2020-09-02 11:47:22,1461565,2020-09-02 11:47:22,1461565,2020-09-02 11:48:08,1461565,2020-09-02 12:00:51,1461565,None,None,None,None,0,46,763,809
DA043,DA,043,HHT,c,1,2020-09-02 11:48:40,1371590,2020-09-02 11:48:41,1371590,2020-09-02 11:48:47,1371590,2020-09-02 11:48:47,1371590,None,None,None,None,1,6,0,7
DA044,DA,044,HHT,c,1,2020-09-02 11:53:09,1328368,2020-09-02 11:53:09,1328368,2020-09-02 11:53:20,1328368,2020-09-02 11:57:51,1328368,None,None,None,None,0,11,271,282
DA045,DA,045,HHT,c,1,2020-09-02 11:57:44,1371590,2020-09-02 11:57:47,1371590,2020-09-02 11:57:51,1371590,2020-09-02 11:57:52,1371590,None,None,None,None,3,4,1,8
AA011,AA,011,HHT,c,1,2020-09-02 11:59:46,1328368,2020-09-02 11:59:46,1328368,2020-09-02 11:59:59,1328368,2020-09-02 12:10:17,1328368,None,None,None,None,0,13,618,631
DB008,DB,008,HHT,c,1,2020-09-02 11:59:53,1466655,2020-09-02 12:00:39,1466655,2020-09-02 12:00:57,1466655,2020-09-02 12:04:11,1466655,None,None,None,None,46,18,194,258
DA047,DA,047,HHT,c,1,2020-09-02 12:00:20,1461565,2020-09-02 12:00:51,1461565,2020-09-02 12:01:13,1461565,2020-09-02 12:05:36,1461565,None,None,None,None,31,22,263,316
DA048,DA,048,HHT,c,1,2020-09-02 12:02:28,1371590,2020-09-02 12:02:34,1371590,2020-09-02 12:02:52,1371590,2020-09-02 12:02:52,1371590,None,None,None,None,6,18,0,24
DA049,DA,049,HHT,c,1,2020-09-02 12:03:46,1466655,2020-09-02 12:04:12,1466655,2020-09-02 12:04:26,1466655,2020-09-02 12:15:28,1466655,None,None,None,None,26,14,662,702
AB002,AB,002,HHT,c,1,2020-09-02 12:03:59,1461565,2020-09-02 12:05:36,1461565,2020-09-02 12:05:41,1461565,2020-09-02 12:22:23,1461565,None,None,None,None,97,5,1002,1104
DA050,DA,050,HHT,c,1,2020-09-02 12:06:37,1456755,2020-09-02 12:06:37,1456755,None,1456755,None,1456755,None,None,None,None,0,None,None,None
DA052,DA,052,HHT,c,1,2020-09-02 12:10:10,1328368,2020-09-02 12:10:17,1328368,2020-09-02 12:10:31,1328368,2020-09-02 12:29:13,1328368,None,None,None,None,7,14,1122,1143
DA053,DA,053,HHT,c,1,2020-09-02 12:13:10,1456755,2020-09-02 12:13:10,1456755,2020-09-02 12:16:44,1456755,2020-09-02 12:18:34,1456755,None,None,None,None,0,214,110,324
DA055,DA,055,HHT,c,1,2020-09-02 12:15:20,1466655,2020-09-02 12:15:28,1466655,2020-09-02 12:15:42,1466655,2020-09-02 12:18:11,1466655,None,None,None,None,8,14,149,171
DA056,DA,056,HHT,c,1,2020-09-02 12:17:08,1466655,2020-09-02 12:18:11,1466655,2020-09-02 12:20:18,1466655,2020-09-02 12:22:04,1466655,None,None,None,None,63,127,106,296
DA057,DA,057,HHT,c,1,2020-09-02 12:18:07,1371590,2020-09-02 12:18:29,1371590,2020-09-02 12:18:39,1371590,2020-09-02 12:18:40,1371590,None,None,None,None,22,10,1,33
DA058,DA,058,HHT,c,1,2020-09-02 12:21:29,1456755,2020-09-02 12:21:29,1456755,None,1456755,None,1456755,None,None,None,None,0,None,None,None
DA059,DA,059,HHT,c,1,2020-09-02 12:21:56,1466655,2020-09-02 12:22:04,1466655,2020-09-02 12:23:54,1466655,2020-09-02 12:24:39,1466655,None,None,None,None,8,110,45,163
DA060,DA,060,HHT,c,1,2020-09-02 12:23:33,1371590,2020-09-02 12:23:33,1371590,2020-09-02 12:23:48,1371590,2020-09-02 12:23:49,1371590,None,None,None,None,0,15,1,16
DA061,DA,061,HHT,c,1,2020-09-02 12:24:13,1461565,2020-09-02 12:24:13,1461565,2020-09-02 12:24:16,1461565,2020-09-02 12:27:12,1461565,None,None,None,None,0,3,176,179
AA013,AA,013,HHT,c,1,2020-09-02 12:24:25,1466655,2020-09-02 12:24:39,1466655,2020-09-02 12:25:19,1466655,2020-09-02 12:47:08,1466655,None,None,None,None,14,40,1309,1363
DA062,DA,062,HHT,c,1,2020-09-02 12:24:59,1456755,2020-09-02 12:25:36,1456755,None,1456755,None,1456755,None,None,None,None,37,None,None,None
AA014,AA,014,HHT,c,1,2020-09-02 12:27:14,1461565,2020-09-02 12:27:14,1461565,2020-09-02 12:27:20,1461565,2020-09-02 12:43:34,1461565,None,None,None,None,0,6,974,980
DA063,DA,063,HHT,c,1,2020-09-02 12:28:23,1456755,2020-09-02 12:28:43,1456755,None,1456755,None,1456755,None,None,None,None,20,None,None,None
AA015,AA,015,HHT,c,1,2020-09-02 12:29:19,1328368,2020-09-02 12:29:20,1328368,2020-09-02 12:29:30,1328368,2020-09-02 12:50:41,1328368,None,None,None,None,1,10,1271,1282
DA064,DA,064,HHT,c,1,2020-09-02 12:37:18,1371590,2020-09-02 12:37:31,1371590,2020-09-02 12:37:40,1371590,2020-09-02 12:37:40,1371590,None,None,None,None,13,9,0,22
DA065,DA,065,HHT,c,1,2020-09-02 12:41:03,1456755,2020-09-02 12:41:04,1456755,2020-09-02 12:43:42,1456755,2020-09-02 12:50:59,1456755,None,None,None,None,1,158,437,596
DA066,DA,066,HHT,c,1,2020-09-02 12:41:53,1371590,2020-09-02 12:41:54,1371590,2020-09-02 12:41:59,1371590,2020-09-02 12:42:00,1371590,None,None,None,None,1,5,1,7
DA068,DA,068,HHT,c,1,2020-09-02 12:47:22,1461565,2020-09-02 12:47:22,1461565,2020-09-02 12:48:19,1461565,2020-09-02 12:54:51,1461565,None,None,None,None,0,57,392,449
DA069,DA,069,HHT,c,1,2020-09-02 12:49:13,1371590,2020-09-02 12:49:14,1371590,2020-09-02 12:49:34,1371590,2020-09-02 12:49:35,1371590,None,None,None,None,1,20,1,22
DA070,DA,070,HHT,c,1,2020-09-02 12:49:22,1466655,2020-09-02 12:49:23,1466655,2020-09-02 12:50:10,1466655,2020-09-02 13:09:26,1466655,None,None,None,None,1,47,1156,1204
DA072,DA,072,HHT,c,1,2020-09-02 12:55:46,1461565,2020-09-02 12:55:47,1461565,2020-09-02 12:56:16,1461565,2020-09-02 12:56:16,1461565,None,None,None,None,1,29,0,30
DA073,DA,073,HHT,c,1,2020-09-02 12:57:25,1328368,2020-09-02 12:57:25,1328368,2020-09-02 12:57:42,1328368,2020-09-02 13:18:11,1328368,None,None,None,None,0,17,1229,1246
